token,score
https,4.56
t,6.09
co,6.35
bdy0kg6dzx,5.0
485,4.63
pk,6.56
quand,5.21
il,5.33
neige,5.43
dans,6.67
le,7.76
77,3.82
je,6.19
suis,5.84
pas,5.86
là,6.05
pour,6.17
le,7.76
voir,4.7
487,3.98
le,7.76
jour,7.03
de,6.24
mon,6.36
anniversaire,5.79
tu,5.59
me,6.01
l,6.15
offre,5.0
stp,5.46
https,4.56
t,6.09
co,6.35
z6ifhsrihl,5.0
489,3.4
c,6.35
est,6.17
une,7.07
blague,5.0
le,7.76
temps,5.32
par,6.17
contre,4.51
490,3.62
le,7.76
mec,4.97
qui,6.16
tente,5.0
de,6.24
se,5.9
rattraper,5.0
x,5.21
491,3.79
et,6.81
surtout,5.0
j,6.62
ai,5.57
pas,5.86
envie,5.0
de,6.24
le,7.76
voir,4.7
492,3.67
c,6.35
est,6.17
clair,5.89
et,6.81
ils,5.46
le,7.76
savent,5.0
493,3.94
rt,5.62
a,5.78
quel,4.83
niveau,5.0
relou,5.0
vous,6.27
estimez,5.0
ce,6.34
mec,4.97
qui,6.16
fout,4.7
ses,6.19
pieds,5.58
à,7.29
côté,6.36
de,6.24
moi,5.82
j,6.62
le,7.76
connais,5.0
pas,5.86
il,5.33
pue,4.73
et,6.81
se,5.9
croit,5.0
seul,6.21
https,4.56
494,3.3
rt,5.62
usgom,5.0
bonne,6.96
nouvelle,5.39
pour,6.17
ceux,5.72
qui,6.16
n,6.26
ont,5.48
pas,5.86
de,6.24
place,6.25
le,7.76
match,5.72
sera,6.05
retransmi,5.0
sur,6.28
écran,5.0
géant,6.2
à,7.29
la,5.78
salle,6.14
de,6.24
herel,5.0
boul,4.11
495,4.17
roh,5.69
dommage,4.57
mais,5.7
je,6.19
me,6.01
demande,5.73
si,6.96
je,6.19
vais,5.46
pas,5.86
monter,5.02
à,7.29
paris,5.67
le,7.76
faire,6.22
y,5.74
a,5.78
plus,6.56
de,6.24
monde,6.69
496,3.89
apple,6.82
whatsapp,4.71
le,7.76
conflit,4.6
mondial,5.72
entre,5.2
les,6.43
autorités,5.0
et,6.81
les,6.43
géants,5.0
du,7.73
web,5.95
se,5.9
durcit,5.0
https,4.56
t,6.09
co,6.35
kncskglkos,5.0
497,2.78
j,6.62
ai,5.57
les,6.43
yeux,5.63
aussi,5.47
noirs,5.27
que,5.08
le,7.76
démon,5.0
celui,5.81
qui,6.16
ressurgit,5.0
et,6.81
j,6.62
ai,5.57
https,4.56
t,6.09
co,6.35
ocrqaq39br,5.0
499,5.44
rt,5.62
journal,5.35
de,6.24
fin,6.35
du,7.73
monde,6.69
jour,7.03
1,5.95
les,6.43
astres,4.2
sont,6.13
alignés,5.0
sa,5.22
y,5.74
est,6.17
la,5.78
neige,5.43
la,5.78
pluie,4.59
et,6.81
le,7.76
vent,5.84
se,5.9
sont,6.13
combiné,5.0
comme,6.58
la,5.78
pro,6.42
501,4.67
rt,5.62
exclu,5.0
vient,5.62
de,6.24
dévoiler,5.0
le,7.76
clip,6.52
j,6.62
ai,5.57
cherché,5.0
et,6.81
il,5.33
déchire,5.0
https,4.56
t,6.09
co,6.35
xan1wncu6v,5.0
https,4.56
t,6.09
co,6.35
miel51swbx,5.0
504,4.26
rt,5.62
annulation,3.22
pont,6.52
jacques,6.46
cartier,7.07
fermetures,5.0
complètes,5.0
de,6.24
nuit,6.33
le,7.76
7,5.98
8,6.29
9,6.19
mars,5.82
505,4.67
le,7.76
pouvoir,5.79
de,6.24
changer,6.52
toute,4.7
mes,4.25
notes,5.75
https,4.56
t,6.09
co,6.35
phqe4nq9kp,5.0
506,4.38
hier,5.8
on,6.06
était,5.93
à,7.29
cuba,3.37
y,5.74
avait,5.7
vla,4.26
le,7.76
soleil,6.46
et,6.81
la,5.78
on,6.06
rentre,5.0
y,5.74
a,5.78
de,6.24
l,6.15
orage,4.95
et,6.81
après,5.7
de,6.24
la,5.78
neige,5.43
507,4.24
rt,5.62
mais,5.7
ça,5.21
vous,6.27
choque,5.26
de,6.24
voir,4.7
la,5.78
neige,5.43
en,4.83
mars,5.82
tsa,3.97
mais,5.7
c,6.35
est,6.17
un,4.86
des,5.91
signes,3.96
de,6.24
la,5.78
fin,6.35
des,5.91
temps,5.32
que,5.08
le,7.76
temps,5.32
il,5.33
divague,5.0
comme,6.58
ça,5.21
508,3.36
rt,5.62
je,6.19
suis,5.84
pas,5.86
sûr,5.0
hn,5.47
mais,5.7
je,6.19
crois,4.75
que,5.08
la,5.78
go,5.5
est,6.17
possessive,5.05
ou,5.94
un,4.86
truc,4.91
dans,6.67
le,7.76
genre,5.56
https,4.56
t,6.09
co,6.35
ydcmt,5.0
509,4.53
rt,5.62
merci,5.79
les,6.43
lillois,5.0
beaucoup,5.51
de,6.24
sourires,5.0
de,6.24
cadeaux,5.0
et,6.81
de,6.24
dédicaces,5.0
surtout,5.0
le,7.76
retour,6.55
à,7.29
paris,5.67
est,6.17
triste,3.56
510,4.15
rt,5.62
reportage,5.17
spécial,5.74
sia2016,5.0
ce,6.34
soir,6.62
dans,6.67
le,7.76
jt,5.12
de,6.24
tv,5.6
libertés,5.0
19h,5.0
avec,6.72
amp,7.04
élus,5.0
fn,6.55
https,4.56
511,4.38
merci,5.79
aux,6.83
parisiens,4.21
pour,6.17
ce,6.34
petit,8.57
pointmeteo,5.0
qui,6.16
nous,6.33
rappelle,5.0
qu,6.09
on,6.06
a,5.78
de,6.24
la,5.78
chance,5.73
de,6.24
vivre,5.86
dans,6.67
le,7.76
sud,6.73
512,4.97
franchement,5.0
t,6.09
etais,5.0
pas,5.86
obliger,5.0
de,6.24
le,7.76
rappeler,5.0
513,4.01
bonjour,5.74
nous,6.33
n,6.26
avons,4.88
pas,5.86
trouvé,4.97
de,6.24
problème,5.0
avec,6.72
le,7.76
service,6.02
paypal,5.71
me,6.01
mais,5.7
n,6.26
hésitez,5.0
pas,5.86
à,7.29
nous,6.33
recontacter,5.0
si,6.96
cela,5.08
persiste,5.0
dw,5.85
514,3.12
et,6.81
oui,4.98
y,5.74
a,5.78
le,7.76
temps,5.32
que,5.08
je,6.19
réfléchisse,5.0
à,7.29
ma,6.33
vengeance,4.81
515,4.71
ça,5.21
sent,4.81
le,7.76
bazar,6.34
sur,6.28
le,7.76
périph,5.0
516,3.76
rt,5.62
le,7.76
temps,5.32
d,5.91
enlever,5.0
les,6.43
chaussettes,5.0
elle,7.61
peut,5.51
se,5.9
rendre,5.0
compte,5.67
qu,6.09
elle,7.61
est,6.17
sur,6.28
le,7.76
point,6.05
de,6.24
faire,6.22
une,7.07
erreur,5.0
https,4.56
t,6.09
co,6.35
lh,6.14
517,4.71
internet,5.37
c,6.35
est,6.17
un,4.86
peu,6.22
comme,6.58
les,6.43
neg,4.55
marrons,4.58
il,5.33
fait,5.63
le,7.76
bilan,5.52
voici,5.31
le,7.76
bilan,5.52
de,6.24
l,6.15
année,4.49
internet,5.37
2015,4.39
https,4.56
t,6.09
co,6.35
xrsngvmpvl,5.0
518,3.81
rt,5.62
prêts,5.0
à,7.29
découvrir,5.0
le,7.76
clip,6.52
de,6.24
jaicherché,5.0
gt,7.05
il,5.33
sera,6.05
disponible,5.0
dans,6.67
exactement,5.0
30,5.47
minutes,5.53
sur,6.28
519,5.01
rt,5.62
les,6.43
arabes,4.49
leurs,5.9
mariages,5.0
c,6.35
est,6.17
un,4.86
délire,5.0
ils,5.46
louent,5.0
des,5.91
audi,6.71
des,5.91
lambo,3.84
des,5.91
fusées,5.0
des,5.91
jet,4.95
packs,6.16
pour,6.17
finir,5.0
au,7.33
8eme,5.0
eta,4.68
520,4.47
au,7.33
québec,6.25
lino,4.98
saputo,5.42
est,6.17
le,7.76
numéro,5.26
1,5.95
https,4.56
t,6.09
co,6.35
ughrr3bjxk,5.0
521,4.39
rt,5.62
silafindumondearrivait,5.0
tout,6.58
le,7.76
monde,6.69
coucherait,5.0
avec,6.72
tout,6.58
le,7.76
monde,6.69
et,6.81
moi,5.82
comme,6.58
un,4.86
con,6.1
je,6.19
serais,5.0
en,4.83
train,5.15
de,6.24
filmer,4.97
522,4.01
bouleversé,5.0
par,6.17
le,7.76
témoignage,5.0
poignant,4.6
d,5.91
aristide,6.07
barraud,4.45
aujourd,5.45
hui,5.15
dans,6.67
quelle,5.73
force,5.28
523,3.89
rt,5.62
hommage,5.55
à,7.29
gainsbourg,5.17
disparu,5.0
il,5.33
y,5.74
a,5.78
25,5.67
ans,5.18
spéciale,4.74
reprises,5.71
gainsbourg,5.17
bashung,4.16
dans,6.67
dès,5.0
le,7.76
14,5.6
03,5.35
https,4.56
524,4.34
rt,5.62
apple,6.82
whatsapp,4.71
le,7.76
conflit,4.6
mondial,5.72
entre,5.2
les,6.43
autorités,5.0
et,6.81
les,6.43
géants,5.0
du,7.73
web,5.95
se,5.9
durcit,5.0
https,4.56
t,6.09
co,6.35
cyahtwi9fr,5.0
https,4.56
t,6.09
co,6.35
525,4.58
team,5.83
j,6.62
ai,5.57
procrastiné,5.0
mes,4.25
révisions,5.0
au,7.33
possible,4.58
et,6.81
je,6.19
dois,4.41
tout,6.58
apprendre,5.0
ce,6.34
soir,6.62
pck,5.0
demain,5.65
c,6.35
est,6.17
le,7.76
bac,5.66
blanc,7.45
oui,4.98
j,6.62
aime,6.4
526,3.82
rt,5.62
quand,5.21
l,6.15
élite,5.44
des,5.91
communicants,4.41
juge,5.2
le,7.76
fiasco,2.77
hollande,7.07
sur,6.28
périscope,5.0
https,4.56
t,6.09
co,6.35
tjew4fdtnh,5.0
par,6.17
https,4.56
t,6.09
527,3.71
blog,6.08
le,7.76
roi,8.19
eco,6.71
l,6.15
hommage,5.55
de,6.24
daniel,6.68
bougnoux,5.0
https,4.56
t,6.09
co,6.35
99woqzumbq,5.0
https,4.56
t,6.09
co,6.35
hvdsx25kzj,5.0
528,3.92
rt,5.62
j,6.62
aurais,5.0
aimé,6.01
voir,4.7
ton,6.36
sourire,4.73
au,7.33
moins,6.27
une,7.07
fois,6.11
pour,6.17
pouvoir,5.79
dire,2.13
à,7.29
la,5.78
terre,5.77
entière,5.0
comme,6.58
tu,5.59
avais,5.0
le,7.76
genre,5.56
de,6.24
sourire,4.73
qu,6.09
529,4.2
rt,5.62
suivez,5.0
ce,6.34
soir,6.62
le,7.76
1,5.95
8ème,5.0
de,6.24
finale,5.57
retour,6.55
d,5.91
eurocup,5.28
face,4.17
à,7.29
gran,6.12
canaria,4.19
en,4.83
direct,5.22
sur,6.28
https,4.56
t,6.09
co,6.35
i5tus2xnv7,5.0
530,4.31
rt,5.62
le,7.76
dimanche,6.18
soir,6.62
c,6.35
est,6.17
le,7.76
moment,4.81
où,5.69
tu,5.59
regrettes,5.0
de,6.24
pas,5.86
avoir,5.06
assez,5.0
profiter,5.0
de,6.24
ton,6.36
weekend,5.17
jvous,5.0
jure,5.99
531,3.48
le,7.76
prof,5.48
est,6.17
tellement,5.0
lent,5.57
qu,6.09
il,5.33
est,6.17
encore,6.93
dans,6.67
le,7.76
passé,6.38
avec,6.72
ses,6.19
transparents,5.0
au,7.33
lieu,6.05
de,6.24
parler,6.25
de,6.24
diapos,5.0
532,3.94
deux,5.87
ans,5.18
après,5.7
avoir,5.06
été,5.74
brûlée,5.0
elle,7.61
retire,4.72
son,6.73
masque,5.38
le,7.76
tribunal,4.88
du,7.73
net,5.01
https,4.56
t,6.09
co,6.35
2wqw53omha,5.0
533,4.08
c,6.35
quoi,4.32
l,6.15
expression,4.81
que,5.08
t,6.09
utilises,5.83
le,7.76
plus,6.56
en,4.83
ce,6.34
moment,4.81
534,4.47
rt,5.62
ca,4.38
fait,5.63
2,6.18
ans,5.18
que,5.08
j,6.62
nique,6.26
le,7.76
game,5.95
et,6.81
t,6.09
oses,4.76
me,6.01
demander,5.0
comment,4.6
j,6.62
m,5.94
appelle,5.8
535,4.13
oui,4.98
j,6.62
adore,6.1
la,5.78
neige,5.43
lt,7.34
3,5.99
536,4.13
rt,5.62
la,5.78
manière,5.0
dont,5.29
une,7.07
personne,6.02
est,6.17
habillée,5.0
ne,5.81
te,6.87
donne,5.44
pas,5.86
le,7.76
droit,5.52
d,5.91
outrepasser,5.0
ces,5.36
droits,4.27
et,6.81
de,6.24
porter,7.3
atteinte,5.0
à,7.29
sa,5.22
d,5.91
537,3.69
rt,5.62
le,7.76
petit,8.57
de,6.24
5,6.12
ans,5.18
qui,6.16
se,5.9
fait,5.63
violer,5.0
par,6.17
un,4.86
pédophile,5.0
c,6.35
est,6.17
sa,5.22
faute,4.88
aussi,5.47
psq,5.0
il,5.33
était,5.93
trop,4.65
sexy,6.63
avec,6.72
son,6.73
petit,8.57
short,5.56
538,4.33
dans,6.67
les,6.43
story,5.58
de,6.24
tout,6.58
le,7.76
monde,6.69
ça,5.21
parle,5.25
de,6.24
la,5.78
neige,5.43
à,7.29
paris,5.67
539,4.7
booba,5.15
il,5.33
a,5.78
bouleversé,5.0
le,7.76
climat,5.49
540,4.12
rt,5.62
oui,4.98
je,6.19
lance,7.06
le,7.76
hashtag,4.31
jesuisaujourdhui,5.0
soyez,5.0
nombreux,5.0
à,7.29
vous,6.27
mobiliser,5.0
541,3.71
rt,5.62
entretien,5.0
ac,5.93
le,7.76
commissaire,5.41
pr,4.06
avancer,5.0
sur,6.28
les,6.43
positions,5.1
françaises,4.92
avt,4.1
le,7.76
conseil,5.56
du,7.73
14,5.6
mars,5.82
https,4.56
t,6.09
542,3.56
rt,5.62
guettez,5.0
le,7.76
logo,5.88
de,6.24
coca,5.07
cola,5.62
en,4.83
fait,5.63
sur,6.28
le,7.76
cote,6.21
c,6.35
est,6.17
un,4.86
blanc,7.45
qui,6.16
crache,5.0
sur,6.28
un,4.86
noir,6.97
https,4.56
t,6.09
co,6.35
j4r1wherhv,5.0
543,4.42
rt,5.62
demain,5.65
sonne,4.9
le,7.76
départ,6.2
du,7.73
lolvmmtour,5.0
à,7.29
toulouse,6.48
au,7.33
bikini,4.9
et,6.81
il,5.33
est,6.17
désormais,5.0
complet,4.92
merci,5.79
https,4.56
t,6.09
co,6.35
rj68ui,5.0
545,3.99
on,6.06
en,4.83
a,5.78
gardé,5.0
de,6.24
côté,6.36
allez,5.23
kits,5.87
giboulées,5.0
de,6.24
mars,5.82
pour,6.17
tout,6.58
le,7.76
monde,6.69
546,3.55
thon,6.74
c,6.35
le,7.76
feu,5.89
547,4.16
rt,5.62
silafindumondearrivait,5.0
je,6.19
poserais,5.0
un,4.86
jour,7.03
de,6.24
rtt,3.91
le,7.76
lendemain,5.0
pour,6.17
m,5.94
en,4.83
remettre,5.0
548,3.02
rt,5.62
booba,5.15
il,5.33
a,5.78
juste,6.45
dit,6.0
vivement,5.0
l,6.15
été,5.74
pourvu,5.0
qu,6.09
il,5.33
neige,5.43
il,5.33
a,5.78
déréglé,5.0
le,7.76
climat,5.49
549,4.35
rt,5.62
sur,6.28
le,7.76
coran,5.02
a,5.78
la,5.78
sortie,4.98
du,7.73
lycee,5.6
jai,6.93
pousser,5.0
une,7.07
meuf,5.0
sans,5.94
mexcuser,5.0
elle,7.61
ma,6.33
ajouter,5.0
sur,6.28
fb,6.38
elle,7.61
ma,6.33
dis,5.02
depuis,6.45
tu,5.59
ma,6.33
pousser,5.0
j,6.62
550,4.15
rt,5.62
9,6.19
vous,6.27
me,6.01
cassez,5.52
les,6.43
couilles,5.0
avec,6.72
vos,6.03
histoire,6.0
de,6.24
2000,4.96
surtout,5.0
que,5.08
la,5.78
plupart,5.0
des,5.91
gens,5.98
qui,6.16
parle,5.25
des,5.91
2000,4.96
sont,6.13
ne,5.81
le,7.76
31,5.17
1,5.95
551,4.46
rt,5.62
aujourd,5.45
hui,5.15
est,6.17
sinistré,5.0
et,6.81
9,6.19
des,5.91
25,5.67
journalistes,3.43
du,7.73
site,5.88
gagnent,5.0
moins,6.27
de,6.24
1700,5.48
euros,4.65
merci,5.79
le,7.76
directoire,6.25
https,4.56
552,3.66
rt,5.62
pop,6.17
in,5.39
risoul,5.0
focus,5.48
sur,6.28
le,7.76
challenge,5.4
féminin,4.88
https,4.56
t,6.09
co,6.35
jlwi5am4yk,5.0
https,4.56
t,6.09
co,6.35
tkazjxq,5.0
553,3.99
est,6.17
ce,6.34
que,5.08
le,7.76
gouvernement,6.4
est,6.17
une,7.07
mafia,4.66
déguisé,5.0
ont,5.48
se,5.9
fait,5.63
volé,5.0
au,7.33
grand,6.64
jour,7.03
554,3.29
quand,5.21
tu,5.59
fracasses,5.0
en,4.83
surf,5.22
mais,5.7
que,5.08
t,6.09
as,6.16
pas,5.86
le,7.76
physique,6.47
prayforsilvanalima,5.0
surfbusiness,5.0
https,4.56
t,6.09
co,6.35
hw3g3fo80q,5.0
https,4.56
t,6.09
co,6.35
ko86tofz4o,5.0
555,4.97
algérie,5.06
le,7.76
général,6.12
major,4.85
menad,4.54
nouba,4.5
entame,5.0
une,7.07
visite,5.83
de,6.24
travail,5.39
en,4.83
turquie,5.0
le,7.76
https,4.56
t,6.09
co,6.35
own6dbj5xi,5.0
556,3.98
le,7.76
cac40,4.63
lâche,5.0
les,6.43
4400,5.11
points,5.77
après,5.7
l,6.15
annonce,5.0
du,7.73
département,5.54
de,6.24
l,6.15
énergie,5.0
américain,5.71
sur,6.28
les,6.43
stocks,4.48
de,6.24
pétrole,6.01
en,4.83
forte,7.17
hausse,5.0
557,4.17
je,6.19
ne,5.81
comprends,5.0
que,5.08
le,7.76
francais,5.95
dsl,6.0
558,4.33
rt,5.62
faut,6.37
vraiment,5.0
qu,6.09
on,6.06
arrête,5.0
de,6.24
vous,6.27
supporter,6.33
même,6.66
pas,5.86
foutu,5.0
d,5.91
écrire,5.0
correctement,5.0
le,7.76
français,6.21
ras,4.97
le,7.76
bol,6.35
de,6.24
vo,6.35
559,3.88
rt,5.62
le,7.76
jour,7.03
où,5.69
tout,6.58
à,7.29
basculer,5.0
https,4.56
t,6.09
co,6.35
re4sqvzkng,5.0
560,4.05
qu,6.09
attendez,5.0
vous,6.27
le,7.76
déluge,5.0
6h,4.36
pour,6.17
une,7.07
réparation,5.0
c,6.35
est,6.17
une,7.07
blague,5.0
la,5.78
relation,4.64
client,5.89
vous,6.27
en,4.83
faites,5.0
quoi,4.32
561,3.87
batna,3.61
installation,6.08
d,5.91
un,4.86
comité,5.22
de,6.24
pilotage,4.47
de,6.24
la,5.78
convention,4.32
entre,5.2
le,7.76
cac,5.49
et,6.81
le,7.76
chu,6.59
et,6.81
des,5.91
https,4.56
t,6.09
co,6.35
zhlxqtadgm,5.0
563,4.47
rt,5.62
c,6.35
est,6.17
bien,5.58
que,5.08
la,5.78
neige,5.43
tombe,4.46
tôt,5.0
à,7.29
paris,5.67
ça,5.21
laisse,4.24
le,7.76
temps,5.32
à,7.29
tf1,5.87
et,6.81
france,5.73
2,6.18
de,6.24
préparer,5.0
un,4.86
sujet,6.61
de,6.24
20,5.52
minutes,5.53
pour,6.17
le,7.76
564,3.28
rt,5.62
le,7.76
poisson,5.36
sait,5.19
qu,6.09
il,5.33
faut,6.37
se,5.9
méfier,5.0
de,6.24
tout,6.58
le,7.76
monde,6.69
vraiment,5.0
565,3.97
rt,5.62
la,5.78
vente,5.46
aux,6.83
enchères,5.0
avec,6.72
est,6.17
reprogrammée,5.0
le,7.76
22,5.5
mars,5.82
merci,5.79
https,4.56
t,6.09
566,3.48
le,7.76
temps,5.32
fait,5.63
n,6.26
importe,5.0
quoi,4.32
maintenant,5.12
y,5.74
a,5.78
plus,6.56
de,6.24
saison,5.27
567,4.08
installation,6.08
d,5.91
un,4.86
comité,5.22
de,6.24
pilotage,4.47
de,6.24
la,5.78
convention,4.32
entre,5.2
le,7.76
cac,5.49
et,6.81
le,7.76
chu,6.59
batna,3.61
et,6.81
des,5.91
https,4.56
t,6.09
co,6.35
ln0lntf6lm,5.0
568,3.73
rt,5.62
la,5.78
vie,6.28
j,6.62
suis,5.84
brusquée,5.0
par,6.17
le,7.76
temps,5.32
la,5.78
569,3.76
rt,5.62
les,6.43
résultats,5.0
de,6.24
cette,5.98
étude,5.34
sur,6.28
le,7.76
viol,6.49
font,6.56
froid,5.76
dans,6.67
le,7.76
dos,5.64
https,4.56
t,6.09
co,6.35
xnrqpvjdrb,5.0
https,4.56
t,6.09
co,6.35
dutbd9us4m,5.0
570,4.14
le,7.76
film,5.44
sera,6.05
nul,3.76
mais,5.7
le,7.76
dispositif,5.0
envoie,5.0
du,7.73
lourd,5.58
batmanvsuperman,5.0
4temps,5.0
https,4.56
t,6.09
co,6.35
cggjoqokky,5.0
571,2.95
il,5.33
urine,5.25
devant,4.99
le,7.76
directrice,5.0
d,5.91
une,7.07
maison,7.19
de,6.24
repos,4.8
d,5.91
antoing,5.0
où,5.69
vit,5.6
sa,5.22
maman,5.71
j,6.62
étais,5.0
saoul,5.0
je,6.19
https,4.56
t,6.09
co,6.35
5maxc3jsko,5.0
572,3.71
plus,6.56
qu,6.09
une,7.07
semaine,4.87
pour,6.17
vous,6.27
inscrire,5.0
au,7.33
déjeuner,5.31
conférence,4.18
de,6.24
calin,5.53
rovinescu,5.0
le,7.76
10,5.67
mars,5.82
au,7.33
https,4.56
t,6.09
co,6.35
pkookavt9u,5.0
573,3.53
rt,5.62
transfert,5.0
selon,5.65
la,5.78
sexta,4.94
neymar,5.42
discuterait,5.0
toujours,6.59
avec,6.72
le,7.76
psg,5.8
https,4.56
t,6.09
co,6.35
eqyorurz4n,5.0
574,3.45
il,5.33
neige,5.43
en,4.83
france,5.73
comment,4.6
le,7.76
vivez,5.0
vous,6.27
576,3.41
mieux,5.58
que,5.08
le,7.76
biblio,5.0
bus,5.25
le,7.76
cheval,7.35
bibliothèque,5.76
https,4.56
t,6.09
co,6.35
bg73woevzu,5.0
via,5.48
577,4.65
tu,5.59
vois,5.51
toulemonde,5.12
te,6.87
le,7.76
dit,6.0
cc,5.67
578,3.87
les,6.43
gars,5.81
n,6.26
oubliez,5.0
pas,5.86
j,6.62
ai,5.57
toujours,6.59
le,7.76
soleil,6.46
580,4.27
tous,5.86
le,7.76
monde,6.69
à,7.29
filmer,4.97
la,5.78
neige,5.43
sur,6.28
snap,4.17
581,4.01
rt,5.62
arrêtez,5.0
de,6.24
croir,5.0
que,5.08
vs,5.5
êtes,5.0
des,5.91
bonhommes,5.0
à,7.29
gérer,5.0
10,5.67
go,5.5
par,6.17
jours,5.77
le,7.76
vrais,5.0
bonhomme,6.51
c,6.35
est,6.17
celui,5.81
qui,6.16
arrive,5.43
a,5.78
garder,5.0
une,7.07
femm,5.0
582,3.97
rt,5.62
les,6.43
arabes,4.49
leurs,5.9
mariages,5.0
c,6.35
est,6.17
un,4.86
délire,5.0
ils,5.46
louent,5.0
des,5.91
audi,6.71
des,5.91
lambo,3.84
des,5.91
fusées,5.0
des,5.91
jet,4.95
packs,6.16
pour,6.17
finir,5.0
au,7.33
8eme,5.0
eta,4.68
583,3.79
ca,4.38
parle,5.25
de,6.24
jeanne,6.39
dans,6.67
le,7.76
dos,5.64
584,3.03
c,6.35
est,6.17
finis,5.06
la,5.78
neige,5.43
le,7.76
soleil,6.46
revient,5.0
pointmeteo,5.0
barbes,4.58
585,3.47
rt,5.62
merci,5.79
pour,6.17
cette,5.98
interview,5.72
de,6.24
un,4.86
concert,6.36
unique,6.52
à,7.29
ne,5.81
pas,5.86
manquer,5.0
le,7.76
27,5.44
mai,6.25
https,4.56
t,6.09
co,6.35
3,5.99
586,4.49
rt,5.62
booba,5.15
il,5.33
a,5.78
juste,6.45
dit,6.0
vivement,5.0
l,6.15
été,5.74
pourvu,5.0
qu,6.09
il,5.33
neige,5.43
il,5.33
a,5.78
déréglé,5.0
le,7.76
climat,5.49
587,2.71
on,6.06
dirais,5.0
un,4.86
violeur,5.0
le,7.76
mec,4.97
588,3.58
je,6.19
suis,5.84
arrivée,5.0
à,7.29
temps,5.32
pour,6.17
le,7.76
ask,5.01
jérémy,4.56
et,6.81
lucie,5.09
plus,6.56
qu,6.09
à,7.29
attendre,4.08
une,7.07
vingtaine,4.77
de,6.24
minutes,5.53
lt,7.34
3,5.99
589,3.69
un,4.86
forfait,5.0
red,5.95
500,5.09
mo,6.21
à,7.29
5,6.12
euros,4.65
et,6.81
même,6.66
1,5.95
centime,5.24
pour,6.17
les,6.43
abonnés,5.0
fibre,6.71
après,5.7
le,7.76
forfait,5.0
ill,3.59
https,4.56
t,6.09
co,6.35
1znivf3mi3,5.0
altetia,5.0
news,4.91
590,3.98
il,5.33
urine,5.25
devant,4.99
le,7.76
directrice,5.0
d,5.91
une,7.07
maison,7.19
de,6.24
repos,4.8
d,5.91
antoing,5.0
où,5.69
vit,5.6
sa,5.22
maman,5.71
j,6.62
étais,5.0
saoul,5.0
je,6.19
ve,6.2
https,4.56
t,6.09
co,6.35
1sxenrpppl,5.0
tournai,4.93
591,3.58
le,7.76
simple,6.4
fait,5.63
que,5.08
zz,6.5
fasse,5.0
autant,5.23
de,6.24
travail,5.39
musculaire,5.0
montre,5.0
bien,5.58
que,5.08
c,6.35
est,6.17
pas,5.86
1,5.95
entraîneur,5.0
français,6.21
592,2.39
rt,5.62
dimitri,6.42
payet,4.81
west,5.89
ham,6.8
est,6.17
un,4.86
petit,8.57
saint,6.47
étienne,6.02
le,7.76
stade,6.53
les,6.43
supporters,5.14
dingues,5.0
de,6.24
leur,6.11
équipe,4.95
https,4.56
t,6.09
co,6.35
uvgxx,5.0
593,4.23
gamefly,3.67
apporte,5.0
le,7.76
jeu,6.51
en,4.83
streaming,5.57
sur,6.28
les,6.43
tv,5.6
lg,5.25
sous,6.09
webos,5.6
https,4.56
t,6.09
co,6.35
dpqmulatu3,5.0
hardware,6.11
https,4.56
t,6.09
co,6.35
snbggwbxen,5.0
594,3.24
rt,5.62
63,4.34
des,5.91
français,6.21
considèrent,5.0
qu,6.09
il,5.33
est,6.17
plus,6.56
difficile,5.11
pour,6.17
les,6.43
hommes,5.55
que,5.08
pour,6.17
les,6.43
femmes,3.62
de,6.24
maîtriser,5.0
leur,6.11
désir,5.26
sexuel,5.0
595,4.74
rt,5.62
video,5.96
mario,6.55
vargas,4.43
llosa,4.64
donald,5.89
trump,5.08
est,6.17
un,4.86
clown,4.49
démagogique,5.0
et,6.81
raciste,5.0
https,4.56
t,6.09
co,6.35
anf20kwwzh,5.0
https,4.56
t,6.09
co,6.35
biou5,5.0
596,3.31
rt,5.62
il,5.33
y,5.74
a,5.78
une,7.07
tornade,5.0
chez,7.17
moi,5.82
ma,6.33
nuda,4.82
à,7.29
fini,5.28
dans,6.67
le,7.76
tramway,6.24
et,6.81
j,6.62
ai,5.57
perdu,5.01
un,4.86
bras,6.6
en,4.83
route,5.3
pour,6.17
l,6.15
hôpital,4.68
rt,5.62
pour,6.17
chaque,5.44
goûte,5.0
597,4.17
docteur,5.81
plumette,5.0
en,4.83
vérité,5.38
c,6.35
moi,5.82
le,7.76
truc,4.91
bizarre,3.75
598,3.71
rt,5.62
personne,6.02
vous,6.27
apprendre,5.0
à,7.29
respecter,4.59
le,7.76
corps,6.19
des,5.91
femmes,3.62
et,6.81
leur,6.11
droit,5.52
à,7.29
se,5.9
refuser,5.0
à,7.29
vous,6.27
ms,5.87
ça,5.21
vient,5.62
parler,6.25
des,5.91
vêtemen,5.0
599,4.79
rt,5.62
punaise,5.0
vous,6.27
le,7.76
faîtes,5.0
exprès,5.0
à,7.29
la,5.78
fin,6.35
ce,6.34
n,6.26
est,6.17
pas,5.86
du,7.73
coupe,8.53
decale,5.0
wtf,3.53
vous,6.27
pouvez,5.0
pas,5.86
google,5.98
https,4.56
600,4.32
ui,7.09
bah,5.68
ça,5.21
passe,5.75
juste,6.45
que,5.08
jui,4.85
ultra,6.32
stressé,5.0
de,6.24
nature,4.85
du,7.73
coup,4.75
